comments,contain_gender_bias,bias,hate,english
옛날에 원빈 닮은꼴로도 불렸엇던 기억이 있음.. 연기 굉장히 잘했는데 갑자기 사라져서 궁금했는데.. 듣던중 반가운 소식입니다.!,FALSE,none,none,"I remember being called a Won Bin look-alike a long time ago. I was very good at acting, but I was curious because he suddenly disappeared. This is good news!"
옜날에 잠깐 나 따라다니던 얘네.. 사귀어주진 않았음,FALSE,none,offensive,This guy followed me around for a while the other day... but he didn't date me.
오 케롤... 작품이...,FALSE,none,none,Oh Carol... the work...
오~정신병 있는 사람은 마약해도 별일 아니네? 정신병 있으면 군대도 안가고 폭력 강간 살인해도 감형되고^^ 벼슬이네??,FALSE,none,offensive,"Oh, it's no big deal for people with mental illness to take drugs, right? If you have a mental illness, you don't have to go to the military, and even if you commit violent rape and murder, your sentence will be commuted^^ It's a government job, right??"
오나라 누나면 20대초반도 좋아할거같아,FALSE,none,none,I think people in their early 20s would also like Oh Na-ra.
오냐오냐하니 별..드럽다,FALSE,none,offensive,It's so special...it's amazing
"오늘 ATP 감독님 ""오늘 경기 패배의 책임은 내 책임이다."" 반면에 오늘 문재인 대통령 ""코로나 책임 나중에 지겠다."" 처음부터 책임 안갖는 사람은 나중에도 책임지지 않는다. ATP감독님한테 보고 배워라.",FALSE,none,offensive,"Today's ATP coach said, ""I am responsible for losing today's match."" On the other hand, President Moon Jae-in said today, ""I will take responsibility for the coronavirus later."" People who don't take responsibility from the beginning won't take responsibility later. Watch and learn from the ATP coach."
오늘 ost. 여자 쌩목 누구냐? ㅈㄴ 듣기불편 ㄷㄷ,FALSE,none,offensive,today ost. Who is the female Saengmok? It's uncomfortable to listen to.
오늘 기대기대,FALSE,none,none,Looking forward to today
오늘 기안 휴지로봇이 살렸네 ㅋㅋ,FALSE,none,none,"Today, Gian Toilet Robot saved my life haha."
오늘 나혼자랑 예쁜누나중에 뭘봐야하나ㅜㅜ,FALSE,none,none,"What should I watch today, Alone or My Pretty Noona?"
오늘 농구는 센터 해야지,FALSE,none,none,I have to be the center in basketball today
오늘 도 완전 잼남. 앞으로 폐인 엄청 양상 될듯. 이병헌 눈빛은 쌀 몇가마니나 하오?,FALSE,none,none,Today is also really fun. It looks like it will be a huge problem in the future. The look in Lee Byung-hun's eyes is as big as a bag of rice?
오늘 또 누가 구속 되었습니까?,FALSE,none,none,Who else was arrested today?
오늘 박효섭이 유하가 내딸이라 했고 나중에 정은태가 은수가 내딸이라 하겠네ㅋㅋㅋ 이 드라마의 주제는 딸밍아웃ㅋㅋ,FALSE,none,none,"Today, Park Hyo-seop said that Yu-ha is his daughter, and later, Jung Eun-tae will say that Eun-soo is his daughter. The theme of this drama is daughter-ming out."
오늘 보면서 넘 설렜어요. . . 진유 멋져요,FALSE,none,none,I was so excited to see it today. . . Jinyu is cool
오늘 애 나와서 안봤다 한고은신영수예뻤대매???짤로봐야지,FALSE,none,none,"I didn't see the baby today because they came out. Han Go, Eun Shin, Young Soo were pretty??? I'll have to watch it as a meme."
오늘 왜이리 쓸데 없는 내용이 많아?,FALSE,none,none,Why is there so much useless content today?
오늘 재밌고 웃기기만한대 반응이..ㅋㅋㅋㅋ,FALSE,none,none,I was told it was fun and funny today and the reaction was..lol.
오늘 종혁자한 안나와서 좀 아쉬웟지만 그래도 잼있게 잘봣습니다 ~,FALSE,none,none,"I was a little disappointed that Jong Hyuk Jahan didn't show up today, but I still had a good time~"
오늘 집사부 하이라이트 승기 사랑했지만 ^^,FALSE,none,none,"I loved Seunggi, the highlight of the Butler Department today ^^"
오늘 짱 재밋었다 ㅋㅋㅋㅋ 홍진영 애교 굿굿,FALSE,none,none,Today was so much fun haha ​​Hong Jinyoung’s cuteness is good.
오늘꺼 아직 하지도 안았는데~ 벌써 언플!!! 진짜 대단하다.....,FALSE,none,none,I haven’t even played today’s one yet~ It’s already unplayed!!! It's really amazing.....
오늘도 김치녀 출~동,TRUE,gender,hate,The kimchi girl is out today again~
오늘도 뼈빠진게12시간일하고 왔더니 온몸이 다아프다 사실 매일 반복되는 이지겨운 삶 잠잘때가 제일 행복 고로 나는 이지구가 멸망해버렸으면 좋겠다,FALSE,none,none,"Today, after working 12 hours, my whole body aches. In fact, this boring life that repeats itself every day is the happiest when I sleep. That's why I wish this earth would perish."
오늘밤 너와나 단둘이서 파리파리,FALSE,none,none,"Tonight, you and I, just the two of us, Paris Paris"
오늘안에 간다에 내 손모가지건다,FALSE,none,none,I'll give it to you today as I go
오늘안으로 목메달아 자to살하시길 유가족에 대한 사과의 뜻으로 ✔,FALSE,none,hate,I hope you commit suicide by hanging yourself today as an apology to the bereaved family ✔
오늘은 너로 정했다.,FALSE,none,hate,Today I chose you.
오늘은 이거다,FALSE,none,none,This is it for today
오달수 드라마 복귀한 거 보고 싶었는데 이런 일이..,FALSE,none,none,"I wanted to see Oh Dal-soo's drama return, but something like this happened..."
오달수 조재현은 인기 많으니까 좀 봐주자~ 달수형님 안나오는 영화 재미없다~,FALSE,others,none,"Oh Dal-su and Jo Jae-hyun are popular, so let’s watch them~ Movies that don’t feature Dal-soo Dal-su aren’t fun~"
오달수는 억울한것 맞음.. 너무 까지 마세요.,FALSE,none,none,It's true that Oh Dal-soo is unfair... don't go too far.
오달수씨가 그런일만 아니었음 ..아깝다 잼났지싶은데,FALSE,none,none,"Oh Dal-su wasn't the only one who did that... It's a waste, it would have been fun."
오래갈꺼같지않음.. 조만간 ..,FALSE,none,none,I don’t think it will last long.. any time soon..
오래사귀는거 보니 보기좋기만하구만 아이돌커플도 길게갈수있다는걸 보여주길,FALSE,none,none,It's nice to see them dating for a long time. I hope it shows that even idol couples can go on for a long time.
오랜만에 나와서 그런가 연기 오글거리던데. 어제 보다 채널돌리고 안봄.,FALSE,none,offensive,"Maybe it's because it's been a while since I came out, but the acting was a bit creepy. I changed the channel from yesterday and stopped watching."
오랜만에 방송에서보니 반갑긴하지만 결혼때 런닝맨 맴버들한테 했던행동은 너무했지..,FALSE,none,none,"It's nice to see you on TV after a long time, but what you did to the Running Man members during your wedding was too much..."
"오랫동안 기다려준남편,시댁어른들.. 진짜 대단하다",FALSE,none,none,My husband and in-laws who have waited for me for a long time... they are truly amazing.
오랫만에 봤는데 승재 많이 크고 너무 의젓해졌어요잘커라 승재야~~~,FALSE,none,none,"It’s been a while since I last saw you, and Seungjae has grown a lot and become more proud. Grow up well, Seungjae~~~"
오로지 냄비가 무기인 오징어썩은 냄새나는 세균덩어리김 치 년 들,TRUE,gender,hate,Squid rotten smelly bacterial lump kimchi bitches whose only weapon is a pot
오빠 언제나 늘 강성훈만 응원할게요,FALSE,none,none,"Oppa, I will always support Kang Sunghoon."
오빠 판박이! 애들이 귀티가 흘러요,FALSE,none,none,Just like my brother! The kids are so cute
오빠는 제정신인데 동생은 왜그러냐,FALSE,none,offensive,"My brother is sane, but why is my sister like this?"
오빠는 천명훈 ㅋ,FALSE,none,none,My older brother is Cheon Myeong-hoon.
오빠랑 결혼할래.,FALSE,none,none,I want to marry you.
오션 노래 넘좋았는데.,FALSE,none,none,I really liked Ocean's song.
오션에서 이현은 이쁘장한 곱상한 멤버였는데 ㅎㅎㅎ 24/7 이라는 노래도 참 좋았고 축하드려요!,FALSE,none,none,"In Ocean, Lee Hyun was a pretty and handsome member hahaha I really liked the song 24/7 and congratulations!"
오승환 하고 사귄기간이 짧기 때뮤에 아무일도 없었다고 본다. 그냥 손만 잡고 다녔다고 본다. 저렇게 착한여자가 그런거 했을리가 없다.,TRUE,gender,offensive,"Since the period of dating Oh Seung-hwan was short, I don't think anything happened. I think they just held hands and walked around. There is no way such a nice girl would have done something like that."
오심은 스페인전 빼곤 인정 못하겠다 ㅋㅋㅋ 지들이 더러운 손 쓴건 인정 안하는 졸렬함...,FALSE,none,offensive,I can't admit to misjudgment except for the game against Spain haha. They are so petty that they don't admit that they used their dirty hands...
오연서는 배우라지만 안재현은 예능인이잖아. 연기를 너무 못하는데 집중이 안되더라. 예능인 쓸거면 이승기쓰지ㅠ,FALSE,others,none,"Oh Yeon-seo is an actress, but Ahn Jae-hyun is an entertainer. I'm really bad at acting, but I can't concentrate. If you're going to use an entertainer, use Lee Seung-gi."
오왕...... 박효신 몇번째 억닥위로 꿀꺽한거에는 반대 이야기도 들어야한다고 해놓고 60만원에는 씹선비 기준 적용하는고 보소 ㅋㅋㅋㅋ 니도 꼭 겪어보길 바람,FALSE,others,hate,"Oh my... Park Hyo-shin said that you should listen to the opposing story for the first time you get a lot of money, but let's see if they apply the standard of a scholar for 600,000 won haha. I hope you experience it too."
오우 사건의 본질과는 전혀 관련없는 TMI에만 빠른 대응하는 yg클라스 불변,FALSE,none,none,"Wow, the yg class is immutable, responding quickly only to TMI that is completely unrelated to the essence of the incident."
오정연 독한 년이네,FALSE,none,offensive,Oh Jeong-yeon is a toxic bitch.
오정연 자기입으로 작년까지 만낫다고 햇다잔아근데 집까지 찾아와서....볼거보고..저런글쓴건머지...누구의 말이 맞는진모르겟지만.자기들끼리 끝낼일들을 꼭 시끄럽게 일벌려야햇나,FALSE,none,none,"Oh Jeong-yeon said in her own words that they had been seeing each other until last year, but she came to my house... to see something... and wrote something like that... I don't know who is right, but did they really have to make a fuss to finish the work between them?"
오정연씨 지금 시국이 시끄럽습니다 아나운서란 타이틀이 부끄럽지 않으신가요? 왜하필 백색국가제외란 타이틀로 한일관계 껄끄러운 어제 오늘인데 타이밍도 절묘하시네요~~,FALSE,others,offensive,"Oh Jeong-yeon, the current situation is noisy. Aren’t you embarrassed by the title of announcer? Why is it that Korea-Japan relations have been strained yesterday and today under the title ‘Exclusion of White Countries’, but the timing is perfect~~"
오죽하면 공개적으로 아내랑 도와달라고 글 썼겠냐 개인sns에 지인들한테 도움요청할수도있지 뭐 모금프로그램나왔냐 하루아침에 전신마비된 사람한테 악플달고싶냐,FALSE,none,offensive,How dare you write publicly asking for help with your wife. You could have asked your acquaintances for help on your personal SNS. Did they come up with a fundraising program? Do you want to leave a negative comment about someone who became paralyzed overnight?
오죽하면 그러겠나... 연기자도 직업인데 아파서 쉬는거로 책임론 운운하지 맙시다 기자님...,FALSE,none,none,"If you put it that way... Acting is also a job, so let's not take responsibility for taking time off due to illness, reporter..."
오지게 하나보네 ㅋ,FALSE,none,hate,Looks like it's coming haha
오지랍 넓은 열폭 가난한 개티즌들 오늘도 쥐랄 ㅋㅋ 슈가 도박하든 빚이 있든 어딜 여행가든 니네가 손해본거있냐ㅋㅋ 제발 그 선생질들좀 그만해라 역겹다,FALSE,others,hate,"Oh my gosh, poor people are so annoying today too haha ​​Suga, have you lost anything whether you're gambling, in debt, or traveling somewhere haha ​​Please stop with those teachers, it's disgusting."
오지랖정권 이번에 또 제대로 헛발질 할거 같네.... 저능아 집단이냐?,FALSE,others,hate,It looks like the foolish government is going to mess up again this time... Are they a group of retarded people?
오진영 인턴기자님께서 잘못하셨네요,FALSE,none,none,Intern reporter Oh Jin-young made a mistake.
오창 이채은 이제 그만 좀 나와라 너무 설정 에 집착 진심도없구~너무 애여우같아 싫증,FALSE,others,offensive,"Ochang Lee Chae-eun, please come out now. She’s so obsessed with the setting and has no sincerity. She’s too much of a fox. I’m sick of it."
오창석 이채은 너무 잘어울려요. 영원하시길. 너무 비쥬얼. 이뽀요 둘이 완죤 잘 어울려요 ㅎㅎ,FALSE,none,none,"Oh Chang-seok and Lee Chae-eun match so well. May you live forever. So visual. Hey, you two look great together haha."
오창석 이채은 진짜 너무 이쁘다 보는내내 내 광대랑 입꼬리 어쩔 헐 ㅋㅋㅋ 되도안한 ㅂㅅ잡것들 댓글 신경쓰지 말고 이쁜사랑 쭉 하시길용!응원하는 사람이 더 많아요^^,FALSE,none,offensive,Oh Chang-seok and Lee Chae-eun are really so pretty. What should I do with my cheekbones and the corners of my mouth while looking at them? Hahaha. Don't worry about the stupid comments and just keep loving pretty people! There are more people cheering for you^^
오창석 이채은은 짜여진 각본대로 움직인다^^,FALSE,none,none,Oh Chang-seok and Lee Chae-eun move according to the scripted script^^
오창석 잘생기고 연기도 괜찮은데.. 왜 이런데에....ㅠ피고인때 더 퐉 터뜨렸어야했나,FALSE,none,none,Oh Chang-seok is handsome and his acting is good.. but why are you in a place like this...ㅠShould he have been more angry when he was the defendant?
오창석 채은 잘어울려요 결혼까지갈것같다 ~~^^,FALSE,none,none,Oh Chang-seok and Chae-eun suit each other well. I think they will get married ~~^^
오창석 커플 잼있음^^♡,FALSE,none,none,Oh Chang-seok couple is fun^^♡
오창석은 왜 저런곳에 나가서 연애를 할까?오창석 정도면 주위에 괜찮은여자 많을꺼같은데....노이해!!,FALSE,none,offensive,Why would Oh Chang-seok go out to a place like that and date? Oh Chang-seok must be around a lot of decent women... I don't understand!!
오창석은 진심이다채은씨 진심이 궁금....촬영용인지~~,FALSE,none,none,Oh Chang-seok is sincere. I wonder if Chae-eun is sincere.... Is it for filming~~
오창석이 아까워 ㅠㅠ,FALSE,none,none,I miss Oh Chang-seok ㅠㅠ
오초희님 잘못한거 없습니다!!! 수지도 한남충한테 마녀사냥당한거 아시죠? 한남충 수준 그러려니하고 그냥 개무시하세요,TRUE,gender,hate,"Oh Cho-hee, you did nothing wrong!!! Did you know that Suzy was also witch-hunted by Han Nam-chung? If you're at the level of Han Nam-chung, just ignore him."
오캐롤 수난 연속!,FALSE,none,none,O'Carroll's suffering continues!
오크멜갈김치들이 한남피가흐르는 헤니를 감히넘보내..니들 빻은 면상이나 봐라 ㅎㅎㅎ 어딜감히넘봐,TRUE,gender,hate,"Okmelgal kimchi dare to let Henny, who is full of Hannam blood... Look at the noodles you grind hahaha How dare you let him go"
오현경대박 겁나이쁨,FALSE,none,none,"Oh Hyun-kyung is awesome, I'm so happy"
오협이누구냐대체진짜인지도없는사람이네정소영은잠수탓다나타나서이쁜척연기하고있네ㅋ황금빛은여자들은진짜다못생김 그누구딸이그나마이쁨,FALSE,others,offensive,Who is Oh Hyeop? He is a person who has no real identity. Jeong So-young appeared from a dive and is acting like she is pretty. All the golden women are really ugly. So-and-so’s daughter is so pretty.
오히려 이런 관심이 더 독일것 같네요 전부터 계속 글 올리면 사람들이 관심 주니까 자꾸 이러는 것 같은데 기사님도 그만해요 진짜 언론인이라면,FALSE,none,none,"In fact, this kind of interest seems to be growing more. If you keep posting, people will be interested, so it seems like you keep doing this, but you should stop. If you are a real journalist,"
옥의 티 : 남양유업,FALSE,none,offensive,Jade Tea: Namyang Dairy Products
옥주현 뮤지컬계 원탑,FALSE,none,none,"Ock Joo-hyun, the top musical artist"
옥탑방 문제인 아들로 보고들어옴,FALSE,others,hate,Reported as a son with a problem with the rooftop room.
온니유라고 하고 다른사람과... 행복하게 잘 사세요...,FALSE,none,none,Call me Onniyu and live happily ever after with someone else...
온유 은퇴한다고 하지 않았나? 클럽 때문에,FALSE,none,none,Didn’t Onew say he was retiring? Because of the club
온유리가 부사장 딸 아니고 내연녀인데 그게 들통나서 딸이라고 한게 맞아요.????,FALSE,none,none,"On Yu-ri is not the vice president's daughter but his mistress, but since it was revealed, is it true that she called her daughter?????"
온유리인거 진즉에 알았거덩?,FALSE,none,none,"You knew right away that it was Onyuri, right?"
온유팬들이 정아 결혼 기사에 비추 엄청 누르고 다니더라. 왜그런거임?,FALSE,others,offensive,Onew fans were really criticizing the news about Jung-ah's marriage. Why is that?
올려치기 가즈아,TRUE,gender,hate,Let’s go up
올해 33살짜리 다운 외모를 가지고있는거같은데?? 기자야 눈이 침침하냐?? 안과소개해주렴?,FALSE,others,offensive,"I think I have the looks of a 33-year-old this year?? Reporter, are your eyes dim?? Could you please introduce me to an ophthalmologist?"
올해 kbs 당연 대상이지,FALSE,none,none,Of course it's a KBS grand prize winner this year
옷도 단벌 좁아터진 집 연예인치고 일반이보다 젤 못사네,FALSE,others,hate,"Even though I'm a celebrity who wears only one set of clothes and lives in a narrow house, I can't live much better than the average person."
옷이 왜저래,FALSE,none,offensive,Why are my clothes like that?
와 !! 시댁에서 친정아빠만 빼고 다 모여 살았다니 ㅋㅋ 정말 오마이갓 !! ㅋㅋㅋ보는 내내 완전 시트콤이였어요 다들 성품이 좋으셔서 가능한 일인것 같아요강아지들도 많고 ㅋㅋ시어머님도 언능 쾌차하시길 바랄께요 ㅎ,FALSE,none,none,"and !! Everyone except my father lived together at my in-laws' house. Oh my god!! Haha, it was a complete sitcom while watching. I think it's possible because everyone has good personalities. There are a lot of dogs. I hope your mother-in-law gets well soon."
와 30대40대 여성비율 실화냐?? 제대로된 연애 못해보고 이런 판타지나 보는 늙다리 여자들 ㅈㄴ 불쌍하다 ㅋㅋㅋㅋ,TRUE,gender,hate,"Wow, is the ratio of women in their 30s to 40s real?? I feel sorry for the old women who have never had a proper relationship and only watch fantasies like this haha."
와 40대 여자를 누가 데려갔지;;;,TRUE,gender,offensive,"Wow, who took the woman in her 40s?;;"
와 갓새내기 매장 시킬라고 육갑들 떨고있네진짜면 벌 받아야지만 한사람 말만듣고 왜이럼?아이돌들도 일진출신 많잖아 걔네들은 전부 감싸고 일반인은 죽이려드네;너거 오빠들 부터 매장 시켜라,FALSE,others,hate,"Wow, the six people are shaking to tell you to bury a newbie. If it's true, you should be punished, but why are you like this when you only listen to one person's words? There are many idols who came from Iljin. They are covering up everyone and trying to kill ordinary people; bury your brothers first."
와 개이쁨 ㅌ,FALSE,none,none,"Wow, it’s cute ㅌ"
와 그간 연애한 짬이면 참 잘하겠다 ㅎ,FALSE,others,offensive,"Wow, if you've been in a relationship for as long as you have, you'll do really well haha."
와 근데 진짜 존나 섹시하네,FALSE,none,none,"Wow, it’s really fucking sexy."
와 근데 진짜 한효주 예쁘기는 세상에서 제일 예쁘다,FALSE,none,none,"Wow, Han Hyo-joo is really the prettiest in the world."
와 김경진도 결혼하는데ㅎㅎㅎㅎ,TRUE,gender,offensive,"Wow, Kim Kyung-jin is getting married too hahahaha"
와 김세정 와꾸 왜저렇게변했냐,FALSE,none,hate,"Wow Kim Sejeong, why did you change so much?"
와 나이많아도 임신이 되는구나 축하!!!,TRUE,gender,offensive,"Wow, you can get pregnant even though you are old, congratulations!!!"
와 도플싱어가요제 완전 기대됨 ㅋㅋㅌㅋㅋㅋㅋㅋㅋ 거미 린 케이윌 절친들 셋이 나오다니 ㅋㅋㅋㅋㅋㅋ 게다가 박미경 바다 ㅋㅋㅋㅋㅋㅋㅋ 너므 기대된다,FALSE,none,none,"Wow, I'm really looking forward to the Doppel Singer Song Festival ㅋㅋㅋ Gummy, Lin, K.Will's three best friends are appearing ㅋㅋㅋㅋㅋ Also, Park Mi-kyung and Bada ㅋㅋㅋ I'm looking forward to you too."
와 멋지다 잘하시는 겁니다,FALSE,none,none,"Wow, that’s cool, you’re doing great."
와 박봄 멘탈 개쩌네,FALSE,none,offensive,"Wow, Park Bom’s mentality is such a mess."
와 비주얼이 엄청난커플이네,FALSE,none,none,"Wow, this couple has great visuals."
와 셋 다 다르네ㅋㅋㅋ 첫째는 첫째같이 공부하게 생겼고 둘째는 이쁘게 생겼고 셋째는 잘 놀게 생겼네ㅋ,FALSE,none,none,"Wow, all three are different haha. The first one looks like he studies like the first, the second looks pretty, and the third looks like he can play well."
"와 소름돋네 공감순 1,2위 댓글이 다친사람 걱정이 아니라 물어뜯을것부터 찾는것봐;; 웬디 큰 후유증 없이 건강하게 낫길ㅠ",FALSE,none,none,"Wow, it's creepy. The comments ranked 1st and 2nd in popularity are not worried about the person getting hurt, but they're looking for something to bite;; I hope Wendy gets well and recovers without any major aftereffects."
와 시발 사랑해요 엠비씨 진짜ㅠㅠㅠㅠㅠ내가 작년부터 뱅규 나혼산 보내달라고 외챴는데 드디어ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ죽을 것 같아 기분 조졋다,FALSE,none,none,"Wow, I fucking love you, MBC, reallyㅠㅠㅠㅠㅠI've been crying out for Bangyu to come home alone since last year, and finallyㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ I feel like I'm going to die."
와 신동엽 다시봣다아,FALSE,none,none,"Wow Shin Dong-yeop, I see you again."
와 씨 비위좋네ㅋ,FALSE,none,hate,"Wow, you have a good stomach haha"
와 아니나 다를까 제목보고 예상했는데 댓글 계집년들 악플 처갈기고 있었네 ㅋㅋㅋㅋ 반대로 9살 연상 신부였으면 이년들 보나마나 미친듯이 빨아줬음 ㅋㅋㅋㅋㅋㅋ,TRUE,gender,hate,"Wow, sure enough, I expected it when I saw the title, but the bitches in the comments were leaving hateful comments. On the other hand, if the bride was 9 years older than me, these bitches would have sucked me like crazy."
와 온통 악플뎃글 ㅎㄷㄷ,FALSE,none,none,"Wow, there are malicious comments all over the place haha."
와 옹호하는 사람들 졸라많네 ㅋㅋㅋㅋㅋㅋㅋ 본인들도 미성년자한테 번호달라고 하고 장난이라고 하려고 쉴드 쳐주는거죠? ㅋㅋㅋㅋㅋ 과몰입 장인 존나많네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋ,FALSE,others,hate,"Wow, there are a lot of people who defend it. Haha. They ask minors for their numbers and pretend it's a joke, so they shield them, right? Hahaha, there are so many overly immersive craftsmen, really hahaha."
와 율희랑 하다니 부럽,TRUE,gender,hate,"Wow, I’m jealous that you’re with Yulhee."
와 이 뉴스를 보고 또 힘이 난다 당장고백하러간다.,FALSE,none,none,"Wow, seeing this news gives me strength again. I'm going to confess right away."
와 이쁘다 가을스튜디오네,FALSE,none,none,"Wow, it’s pretty, Autumn Studio."
와 이제 이런애도 공중파출연시키네ㅡㅡ,FALSE,others,offensive,"Wow, now they’re letting a girl like this appear on public TVㅡㅡ"
와 일방적 주장 글만 보고 사람 까내리는거 좀 역하다..,FALSE,none,none,"Wow, it’s a bit disgusting to criticize people just by reading one-sided claims."
와 저 얼굴이 왕년에 요정이었다고?? 트와이스 나연이 더 이쁜데;;,TRUE,gender,hate,"Wow, that face used to be a fairy?? TWICE Nayeon is prettier;;"
와 적응안돼...맨날 푸짐한 신동만 보다가.....다시 찔수도 있지만 그래도 대단타,FALSE,none,none,"Wow, I can't get used to it...I always see prodigious Shindong...I might get stabbed again, but it's still a huge hit."
와 젼나이쁘네,FALSE,none,none,"Wow, you’re so pretty."
와 진짜 신이내린 몸매~,FALSE,none,none,"Wow, really amazing body~"
와 진짜 엄청 욕먹네 난 이제는 안쓰럽다,FALSE,none,none,"Wow, you're really being criticized so much. I feel sorry for you now."
와 진짜 여자생얼 보고 깜짝놀람 요즘 한국여자얼굴은 화장+성형은 기본전제를 깔고 만나야함,TRUE,gender,hate,"Wow, I was really surprised to see the real face of a woman. These days, Korean women's faces have to be met with the basic premise of makeup + plastic surgery."
와 진짜 이쁘게 잘컸다.,FALSE,none,none,"Wow, he grew up really nicely."
와 차세찌 진짜부럽다 와....,FALSE,none,none,"Wow, I’m really jealous of Cha Se-jji. Wow...."
와 한채아 진짜 죽이는데 좋겠다,TRUE,gender,hate,"Wow, Han Chae-ah, I really wish she could kill me."
와... 산이 진짜 개멋있다.저번 곡에서의 화자는잘못된 정보를 가지고 자칭 페미니스트라고 말하면서 사실상 여성들을 존중하지 못하던 남자들 이었던 거구나...겉만 보고 날뛰던 제리케이만... 창피해서도망갔나보네,TRUE,gender,hate,"Wow... San is really cool. The speaker in the last song was a man who had false information and called himself a feminist, but actually had no respect for women... Only Jerry K, who ran rampant based on appearances... I guess he ran away because he was embarrassed."
와...개폼만 잡다가 궁나는 발암구라궁전. 스토리 다소 밋밋해도 감정선 하나는 1000미터 깊이처럼 보여준 남자친구 완벽 ko승. 이건 하.....할말이 없다. 둘다 완주한사람은 반박불가다.,FALSE,others,hate,"Wow... Balamgura Palace is a place where you can't go anywhere. Even though the story is a bit dull, the boyfriend's emotional line is as deep as 1,000 meters, and he's a perfect KO winner. This is...I have nothing to say. Anyone who has completed both is irrefutable."
와..남주혁 머리 저렇게 하니까 진짜 그레이랑 형제라고 해도 믿겠네,FALSE,none,none,"Wow...Nam Joo-hyuk's hair looks like that, so I'd believe it if they said he was really brothers with Gray."
와..오늘 민간 사찰 가지고 국정감사 하더만 바로 터트리는거봐...,FALSE,none,none,"Wow..Today, they conducted a government inspection using a private inspection, but they exploded right away..."
와~~~ 애들이 어쩜 부모 반반닮아 미남미녀에 홍일점까지... 넘 믓저,FALSE,none,none,"Wow~~~ How can these kids look half and half like their parents, from handsome to handsome to the point of redness... so so so so so so."
와~~왜~~성광이보다 내가12배 잘생겼는데..난왜안생겨,FALSE,others,offensive,Wow~~Why~~I’m 12 times more handsome than Seonggwang..Why don’t I look good?
와ㅜㅜ 고배우 연기 진짜ㅜㅜ 와 소름돋음,FALSE,none,none,"Wow, Actor Ko’s acting is really ㅜㅜ Wow, it gives me goosebumps."
와꾸만 보면 미나가 쫌 아까운데,FALSE,none,none,Just looking at it makes me feel sorry for Mina.
와우! 진짜 젖가슴이 크다!!!! 가슴이 찢어지면 안돼~ 돼~ 돼~~헉,FALSE,none,hate,wow! Really big tits!!!! I can't break my heart~ It's okay~ It's okay~~ Ugh
와우~두 달만에 19kg ㄹㅇ 인간 승리다,FALSE,none,none,Wow~ 19kg in 2 months ㄹㅇ human victory
와이지 믿고 본다.,FALSE,none,none,"Wow, I believe it and see it."
와이지는 진짜 밥맛이야..연습생을 물건취급해,FALSE,others,hate,YG really tastes good..He treats the trainees like objects.
와이키키 광팬으로서 김정현 코믹 이미지를 버릴려고 노력하는게 보인다 연기자로서 칭찬해줘야지 왜이렇게 서현팬들이 ㅈㄹ맞네,FALSE,none,none,"As a huge fan of Waikiki, I can see that Kim Jung-hyun is trying to shed his comical image. I should praise him as an actor. Why are Seohyun fans so damn right?"
"와이프,,가 순하고 착하게 생겼네 , ,",FALSE,others,none,"Wife, you look gentle and kind."
와진짜 부모님이 돌아가시면 그것도 갑작스럽게 돌아가시면 어떤느낌일지 상상도하기싫은데 궁금한건 못참아서 한번 죽어줫으면 조캣따...어차피죽는거ㅎ,FALSE,none,hate,"Wow, I don't even want to imagine what it would be like if my parents passed away suddenly, but I can't help but wonder if they die... I'm going to die anyway."
와진짜 한국냄저비만률좀;;; ㅈㄴ역겨워,TRUE,gender,hate,"Wow, look at the obesity rate in Korea;;; It's fucking disgusting"
와진짜!!로긴 하게 만드네!이런ㅇ한테 전국민이 속았네!ㅇ빨 진짜 찢어죽이고 싶네!강제소환해서 사기죄로 형살게 하고 후원금 환수 시키고 국적박탈하고 입국금지령 내려주세요!진짜 개같은ㅇ이네,FALSE,none,hate,"Wow! You're making me do it! The whole country was deceived by this guy! I really want to rip him to death! Please forcibly summon him and have him sentenced to life for fraud, have him return the donations, strip him of his nationality, and impose a ban on him from entering the country! He's such a dog."
완벽한타인의 준모부부가생각나네.전국민에게폰이공개된듯한 느낌?,FALSE,none,none,It reminds me of the Jun-mo couple from Perfect Strangers. Does it feel like your phone has been revealed to the entire nation?
완전 개웃겼음ㅋㅋㅋㅋㅋ 1얼로 승진시켜주자!!,FALSE,none,none,It was so fucking hilarious hahahaha Let’s promote him to 1st!!
완전 과한 설정ㅋㅋㅋㅋㅋㅋ... 진짜 노잼,FALSE,none,offensive,Totally excessive settings haha... Really boring.
완전 기대되네요 ㅋㅋㅋ 스캐 나온거랑 어떻게 다를지 궁금ㅋㅋ,FALSE,none,none,I'm really looking forward to it. I wonder how it will differ from the scanned version.
완전 잼나게 봤어요~~앞으로 기대됩니다. 화이팅!,FALSE,none,none,I really enjoyed it~~I’m looking forward to the future. go for it!
완전동안 누가48세를믿겠어요 넘넘이쁘셔 화이팅,FALSE,none,none,"Who can believe you're 48 years old? You're so pretty, fighting."
왈왈. 얼굴이 아깝다.,FALSE,others,hate,Wow. It's a waste of face.
왕따 시킨걸로 아는데.ㅎ,FALSE,none,offensive,I know he was bullied. Haha
왕따는 등록안해,FALSE,none,hate,Bullying doesn't register.
